,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price
3099,In-Store,WARE-MKL1006,02/04/19,05/28/19,06/10/19,3,334,6,0.15,868.05,"1,058.60"
3100,Distributor,WARE-NBV1002,02/04/19,05/28/19,06/13/19,21,63,2,0.1,925.74,"2,257.90"
3101,Distributor,WARE-NMK1003,02/04/19,05/28/19,06/08/19,24,183,1,0.1,"2,632.10","5,849.10"
3102,In-Store,WARE-NMK1003,02/04/19,05/29/19,06/26/19,12,133,4,0.05,"1,964.17","2,338.30"
3103,In-Store,WARE-UHY1004,02/04/19,05/29/19,05/31/19,7,246,3,0.1,809.83,"1,025.10"
3104,Online,WARE-PUJ1005,02/04/19,05/29/19,06/22/19,20,272,6,0.1,"1,764.38","2,291.40"
3105,In-Store,WARE-NMK1003,02/04/19,05/29/19,06/07/19,7,173,1,0.1,476.37,"1,058.60"
3106,Wholesale,WARE-UHY1004,02/04/19,05/29/19,06/15/19,27,238,7,0.2,523.94,"1,139.00"
3107,Distributor,WARE-NMK1003,02/04/19,05/29/19,06/13/19,23,167,7,0.15,455.6,"1,139.00"
3108,Online,WARE-UHY1004,02/04/19,05/29/19,06/03/19,15,258,7,0.1,"2,319.00","3,410.30"
3109,In-Store,WARE-MKL1006,02/04/19,05/29/19,05/31/19,6,331,7,0.1,640.39,"1,085.40"
3110,Distributor,WARE-UHY1004,02/04/19,05/30/19,06/27/19,22,247,3,0.2,"1,550.38","2,385.20"
3111,Online,WARE-UHY1004,02/04/19,05/30/19,06/17/19,17,254,2,0.05,109.34,227.8
3112,Distributor,WARE-NMK1003,02/04/19,05/30/19,06/13/19,25,120,4,0.05,324.35,690.1
3113,Online,WARE-NMK1003,02/04/19,05/30/19,06/08/19,17,102,8,0.075,"4,640.69","6,271.20"
3114,Online,WARE-XYS1001,02/04/19,05/30/19,06/01/19,15,11,5,0.1,127.17,174.2
3115,Online,WARE-NMK1003,02/04/19,05/30/19,06/13/19,17,146,5,0.2,119.39,221.1
3116,In-Store,WARE-XYS1001,02/04/19,05/31/19,06/14/19,9,44,4,0.05,93.8,234.5
3117,In-Store,WARE-NMK1003,02/04/19,05/31/19,06/02/19,5,151,7,0.4,"1,355.75","1,909.50"
3118,Online,WARE-NMK1003,02/04/19,05/31/19,06/14/19,12,134,6,0.15,878.64,"1,112.20"
3119,In-Store,WARE-NMK1003,02/04/19,05/31/19,06/04/19,9,167,8,0.075,497.41,857.6
3120,In-Store,WARE-XYS1001,02/04/19,05/31/19,06/12/19,8,4,6,0.3,"1,409.81","2,237.80"
3121,In-Store,WARE-PUJ1005,02/04/19,05/31/19,06/03/19,5,297,4,0.1,"1,031.80","2,345.00"
3122,In-Store,WARE-NBV1002,02/04/19,05/31/19,06/02/19,2,74,7,0.15,"1,377.12","3,202.60"
3123,Wholesale,WARE-XYS1001,02/04/19,05/31/19,06/18/19,26,39,6,0.15,736.33,"1,051.90"
3124,In-Store,WARE-PUJ1005,02/04/19,06/01/19,06/11/19,3,301,3,0.4,567.49,"1,031.80"
3125,In-Store,WARE-NMK1003,02/04/19,06/01/19,06/17/19,7,123,1,0.15,"1,721.63","3,912.80"
3126,Online,WARE-XYS1001,02/04/19,06/01/19,06/26/19,20,5,5,0.2,862.89,"1,065.30"
3127,Distributor,WARE-PUJ1005,02/04/19,06/01/19,06/03/19,24,272,5,0.05,"3,365.75","3,959.70"
3128,In-Store,WARE-MKL1006,02/04/19,06/01/19,06/25/19,3,348,5,0.4,"1,708.43","3,973.10"
3129,Distributor,WARE-XYS1001,02/04/19,06/01/19,06/27/19,22,34,2,0.15,428.8,"1,072.00"
3130,In-Store,WARE-UHY1004,02/04/19,06/01/19,06/21/19,12,205,5,0.075,"1,260.27","2,800.60"
3131,Distributor,WARE-MKL1006,02/04/19,06/01/19,06/28/19,22,331,5,0.1,"4,713.05","6,545.90"
3132,In-Store,WARE-NMK1003,02/04/19,06/01/19,06/11/19,11,125,6,0.1,"1,016.99","2,365.10"
3133,In-Store,WARE-UHY1004,02/04/19,06/01/19,06/13/19,10,207,6,0.05,830,"1,092.10"
3134,In-Store,WARE-NMK1003,02/04/19,06/01/19,06/18/19,1,167,5,0.05,"2,416.56","3,403.60"
3135,Online,WARE-NMK1003,02/04/19,06/01/19,06/25/19,12,198,3,0.075,120.47,194.3
3136,In-Store,WARE-UHY1004,02/04/19,06/02/19,06/30/19,8,251,6,0.05,"1,826.09","2,646.50"
3137,In-Store,WARE-MKL1006,02/04/19,06/02/19,06/11/19,7,366,3,0.2,709.26,"1,058.60"
3138,Distributor,WARE-XYS1001,02/04/19,06/02/19,06/26/19,21,4,1,0.05,"1,586.56","3,966.40"
3139,In-Store,WARE-UHY1004,02/04/19,06/02/19,06/08/19,5,203,8,0.05,"1,911.85","2,941.30"
3140,Online,WARE-PUJ1005,02/04/19,06/02/19,06/11/19,17,316,7,0.1,675.36,"1,125.60"
3141,Online,WARE-XYS1001,02/04/19,06/02/19,06/09/19,19,22,7,0.15,"1,781.26","2,827.40"
3142,In-Store,WARE-NMK1003,02/04/19,06/02/19,06/22/19,12,108,2,0.075,740.69,"1,105.50"
3143,Online,WARE-NMK1003,02/04/19,06/02/19,06/27/19,14,197,4,0.05,"1,809.00","4,020.00"
3144,Distributor,WARE-UHY1004,02/04/19,06/02/19,06/16/19,24,240,8,0.1,"1,405.93","3,269.60"
3145,Distributor,WARE-PUJ1005,02/04/19,06/02/19,06/28/19,21,262,7,0.05,"3,882.11","5,246.10"
3146,Wholesale,WARE-NMK1003,02/04/19,06/03/19,06/20/19,28,176,4,0.05,"1,611.55","2,405.30"
3147,Online,WARE-PUJ1005,02/04/19,06/03/19,06/14/19,20,292,2,0.05,"2,823.11","6,137.20"
3148,Online,WARE-UHY1004,02/04/19,06/03/19,06/15/19,19,257,2,0.075,993.34,"2,365.10"
3149,In-Store,WARE-NMK1003,02/04/19,06/03/19,06/18/19,2,135,6,0.05,950.46,"1,159.10"
3150,Wholesale,WARE-NMK1003,02/04/19,06/03/19,06/15/19,28,148,7,0.05,450.24,"1,072.00"
3151,In-Store,WARE-UHY1004,02/04/19,06/03/19,06/19/19,7,228,3,0.1,"1,922.90","3,845.80"
3152,Online,WARE-UHY1004,02/04/19,06/03/19,06/22/19,19,252,7,0.05,"3,069.94","3,886.00"
3153,In-Store,WARE-NMK1003,02/04/19,06/03/19,06/18/19,9,96,5,0.2,528.5,777.2
3154,Online,WARE-NMK1003,02/04/19,06/03/19,06/26/19,14,149,1,0.1,756.3,911.2
3155,Distributor,WARE-PUJ1005,02/04/19,06/03/19,06/16/19,24,294,8,0.05,"3,106.99","3,932.90"
3156,Online,WARE-PUJ1005,02/04/19,06/03/19,06/20/19,13,299,5,0.075,"1,437.02","2,566.10"
3157,In-Store,WARE-XYS1001,02/04/19,06/03/19,06/10/19,11,40,6,0.075,"2,952.29","5,788.80"
3158,In-Store,WARE-NMK1003,02/04/19,06/03/19,06/15/19,11,151,1,0.05,"5,023.06","6,358.30"
3159,In-Store,WARE-NMK1003,02/04/19,06/03/19,06/13/19,6,143,1,0.075,711.94,924.6
3160,Distributor,WARE-NMK1003,02/04/19,06/03/19,06/07/19,22,182,1,0.2,639.72,"1,031.80"
3161,Online,WARE-MKL1006,02/04/19,06/03/19,06/08/19,12,363,3,0.15,"1,730.61","3,845.80"
3162,Online,WARE-NMK1003,02/04/19,06/03/19,06/23/19,13,90,7,0.05,669.33,904.5
3163,Distributor,WARE-UHY1004,02/04/19,06/04/19,06/17/19,21,260,3,0.05,192.29,234.5
3164,In-Store,WARE-NMK1003,02/04/19,06/04/19,06/06/19,7,113,5,0.15,"1,708.43","3,973.10"
3165,In-Store,WARE-NMK1003,02/04/19,06/04/19,06/27/19,9,178,2,0.1,153.7,207.7
3166,In-Store,WARE-NBV1002,02/04/19,06/04/19,06/17/19,10,82,2,0.1,783.9,"1,005.00"
3167,Online,WARE-UHY1004,02/04/19,06/04/19,06/09/19,19,234,3,0.15,187.94,221.1
3168,Distributor,WARE-NBV1002,02/04/19,06/04/19,06/19/19,25,71,7,0.1,"1,656.58","3,852.50"
3169,In-Store,WARE-XYS1001,02/04/19,06/04/19,06/30/19,12,27,4,0.05,160.8,268
3170,In-Store,WARE-MKL1006,02/04/19,06/04/19,06/16/19,8,356,1,0.075,"1,398.96","3,497.40"
3171,In-Store,WARE-XYS1001,02/04/19,06/05/19,06/11/19,12,38,8,0.4,"2,575.48","6,438.70"
3172,In-Store,WARE-MKL1006,02/04/19,06/05/19,07/03/19,8,337,3,0.4,679.38,871
3173,Online,WARE-PUJ1005,02/04/19,06/05/19,07/02/19,15,283,6,0.3,"1,799.89","3,912.80"
3174,In-Store,WARE-NMK1003,02/04/19,06/05/19,06/19/19,6,186,3,0.3,499.15,998.3
3175,In-Store,WARE-PUJ1005,02/04/19,06/06/19,06/25/19,3,318,3,0.05,"4,010.96","6,170.70"
3176,Distributor,WARE-PUJ1005,02/04/19,06/06/19,06/24/19,24,284,6,0.075,"3,079.92","3,999.90"
3177,Wholesale,WARE-XYS1001,02/04/19,06/06/19,06/22/19,28,7,3,0.2,"2,405.97","3,819.00"
3178,In-Store,WARE-UHY1004,02/04/19,06/06/19,06/30/19,8,208,1,0.1,"3,097.21","5,433.70"
3179,Online,WARE-NMK1003,02/04/19,06/07/19,06/24/19,13,192,8,0.075,"4,026.63","6,009.90"
3180,In-Store,WARE-NMK1003,02/04/19,06/07/19,06/23/19,9,194,5,0.2,"3,580.75","5,775.40"
3181,In-Store,WARE-PUJ1005,02/04/19,06/07/19,06/21/19,11,302,7,0.2,"1,912.85","3,825.70"
3182,In-Store,WARE-NBV1002,02/04/19,06/07/19,06/24/19,11,70,8,0.075,"3,145.11","6,418.60"
3183,Distributor,WARE-PUJ1005,02/04/19,06/07/19,07/03/19,24,286,4,0.075,"1,379.53","2,378.50"
3184,In-Store,WARE-UHY1004,02/04/19,06/07/19,07/02/19,11,232,5,0.075,"2,444.03","4,006.60"
3185,Distributor,WARE-XYS1001,02/04/19,06/07/19,06/11/19,24,57,2,0.2,"1,538.86","2,331.60"
3186,In-Store,WARE-NMK1003,02/04/19,06/07/19,06/24/19,4,197,2,0.075,"4,409.74","6,210.90"
3187,Online,WARE-MKL1006,02/04/19,06/07/19,06/23/19,15,353,7,0.2,731.64,"1,045.20"
3188,Wholesale,WARE-UHY1004,02/04/19,06/07/19,06/17/19,27,243,8,0.1,"1,475.47","1,916.20"
3189,In-Store,WARE-UHY1004,02/04/19,06/07/19,06/25/19,11,212,2,0.075,561.06,"1,058.60"
3190,Distributor,WARE-MKL1006,02/04/19,06/08/19,06/15/19,24,358,2,0.05,612.72,"1,038.50"
3191,In-Store,WARE-PUJ1005,02/04/19,06/08/19,06/23/19,12,288,2,0.1,"1,152.40","2,680.00"
3192,In-Store,WARE-XYS1001,02/04/19,06/08/19,06/19/19,8,15,7,0.075,"2,858.22","3,618.00"
3193,Wholesale,WARE-XYS1001,02/04/19,06/08/19,06/14/19,26,54,1,0.4,736.2,"1,098.80"
3194,In-Store,WARE-NMK1003,02/04/19,06/08/19,06/28/19,7,147,3,0.1,"2,478.46","3,872.60"
3195,Online,WARE-NMK1003,02/04/19,06/08/19,06/16/19,20,135,5,0.05,"2,110.50","2,512.50"
3196,In-Store,WARE-MKL1006,02/04/19,06/08/19,06/30/19,11,359,3,0.1,"3,157.04","3,946.30"
3197,Online,WARE-NMK1003,02/04/19,06/09/19,06/28/19,20,200,4,0.05,"3,452.04","5,152.30"
3198,Online,WARE-PUJ1005,02/04/19,06/09/19,06/13/19,19,302,7,0.075,151.96,241.2
3199,In-Store,WARE-NMK1003,02/04/19,06/09/19,06/25/19,4,181,3,0.075,539.75,"1,018.40"
3200,In-Store,WARE-UHY1004,02/04/19,06/09/19,07/02/19,1,248,1,0.15,"1,027.78","1,742.00"
3201,In-Store,WARE-NMK1003,02/04/19,06/09/19,07/02/19,4,176,5,0.05,"3,002.54","3,899.40"
3202,In-Store,WARE-NBV1002,02/04/19,06/09/19,06/11/19,11,69,1,0.05,614.39,877.7
3203,In-Store,WARE-XYS1001,02/04/19,06/10/19,06/25/19,5,49,4,0.15,778.41,"1,051.90"
3204,Online,WARE-PUJ1005,02/04/19,06/10/19,07/02/19,18,287,5,0.075,"1,698.05","2,572.80"
3205,Online,WARE-NMK1003,02/04/19,06/10/19,07/08/19,18,117,4,0.05,"3,314.49","3,899.40"
3206,Online,WARE-NMK1003,02/04/19,06/10/19,07/01/19,13,169,2,0.075,"1,615.91","2,606.30"
3207,Online,WARE-NBV1002,02/04/19,06/10/19,07/01/19,18,78,8,0.075,93.8,167.5
3208,Online,WARE-XYS1001,02/04/19,06/10/19,06/28/19,13,35,5,0.075,"1,622.67","2,351.70"
3209,Distributor,WARE-MKL1006,02/04/19,06/10/19,06/24/19,23,358,6,0.3,529.64,"1,038.50"
3210,In-Store,WARE-MKL1006,02/04/19,06/10/19,06/13/19,7,349,5,0.05,"1,264.96","1,976.50"
3211,Online,WARE-UHY1004,02/04/19,06/10/19,06/22/19,16,227,5,0.1,795.16,"1,849.20"
3212,In-Store,WARE-NMK1003,02/04/19,06/10/19,06/26/19,7,190,1,0.2,462.84,"1,051.90"
3213,In-Store,WARE-XYS1001,02/04/19,06/11/19,07/03/19,2,22,2,0.05,"2,123.50","4,006.60"
3214,Wholesale,WARE-PUJ1005,02/04/19,06/11/19,06/21/19,27,326,1,0.1,"1,561.97","2,740.30"
3215,In-Store,WARE-NMK1003,02/04/19,06/11/19,06/28/19,7,170,8,0.05,"4,923.96","6,478.90"
3216,Wholesale,WARE-NMK1003,02/04/19,06/11/19,06/30/19,26,92,6,0.075,"1,908.96","2,807.30"
3217,In-Store,WARE-NMK1003,02/04/19,06/11/19,07/09/19,3,100,5,0.075,"2,938.02","6,251.10"
3218,Online,WARE-NMK1003,02/04/19,06/11/19,07/03/19,20,93,2,0.05,"2,381.85","3,015.00"
3219,Online,WARE-UHY1004,02/04/19,06/12/19,06/18/19,15,228,1,0.075,"1,169.82","1,949.70"
3220,Online,WARE-NMK1003,02/04/19,06/12/19,06/27/19,19,98,6,0.05,690.37,"1,078.70"
3221,In-Store,WARE-XYS1001,02/04/19,06/12/19,06/24/19,3,9,3,0.05,"4,165.59","5,272.90"
3222,Online,WARE-PUJ1005,02/04/19,06/12/19,06/30/19,13,316,4,0.075,"2,759.93","3,999.90"
3223,Online,WARE-NMK1003,02/04/19,06/12/19,06/19/19,16,171,1,0.05,173.53,247.9
3224,In-Store,WARE-MKL1006,02/04/19,06/12/19,06/19/19,3,363,5,0.2,"3,694.65","6,056.80"
3225,Online,WARE-NMK1003,02/04/19,06/12/19,07/08/19,18,127,6,0.15,161.6,241.2
3226,Online,WARE-UHY1004,02/04/19,06/12/19,06/14/19,16,248,3,0.075,202.61,241.2
3227,In-Store,WARE-MKL1006,02/04/19,06/12/19,06/21/19,9,332,7,0.075,526.22,"1,031.80"
3228,Distributor,WARE-NMK1003,02/04/19,06/12/19,06/21/19,24,95,3,0.2,559.45,"1,118.90"
3229,In-Store,WARE-XYS1001,02/04/19,06/12/19,06/29/19,12,11,2,0.075,535.67,"1,306.50"
3230,In-Store,WARE-NMK1003,02/04/19,06/12/19,06/23/19,9,149,1,0.075,118.93,167.5
3231,Wholesale,WARE-UHY1004,02/04/19,06/12/19,07/05/19,28,234,4,0.1,546.72,"1,072.00"
3232,In-Store,WARE-NMK1003,02/04/19,06/12/19,07/10/19,9,197,2,0.05,"4,487.73","5,406.90"
3233,Distributor,WARE-MKL1006,02/04/19,06/13/19,06/29/19,23,367,2,0.05,"1,575.84","1,969.80"
3234,Distributor,WARE-NMK1003,02/04/19,06/13/19,06/23/19,25,116,2,0.075,118.52,194.3
3235,In-Store,WARE-UHY1004,02/04/19,06/13/19,06/29/19,3,249,8,0.075,"3,033.49","6,190.80"
3236,Online,WARE-NMK1003,02/04/19,06/13/19,06/18/19,19,130,1,0.1,644.34,"1,092.10"
3237,Wholesale,WARE-MKL1006,02/04/19,06/13/19,06/18/19,25,360,7,0.1,"2,074.32","2,881.00"
3238,Online,WARE-NMK1003,02/04/19,06/13/19,06/18/19,13,116,6,0.4,"1,297.92","2,237.80"
3239,In-Store,WARE-XYS1001,02/04/19,06/13/19,07/06/19,6,40,3,0.075,543.57,891.1
3240,In-Store,WARE-XYS1001,02/04/19,06/13/19,07/09/19,4,8,4,0.2,"1,757.28","2,224.40"
3241,Online,WARE-NMK1003,02/04/19,06/14/19,07/09/19,16,133,1,0.3,"1,054.45","2,452.20"
3242,Online,WARE-NMK1003,02/04/19,06/14/19,06/30/19,17,105,1,0.05,"4,026.63","5,835.70"
3243,Online,WARE-XYS1001,02/04/19,06/14/19,07/05/19,17,39,3,0.075,933.98,"1,098.80"
3244,Online,WARE-UHY1004,02/04/19,06/14/19,07/10/19,13,208,8,0.05,628.73,911.2
3245,In-Store,WARE-NMK1003,02/04/19,06/14/19,06/18/19,1,132,3,0.15,"1,401.98","1,869.30"
3246,Wholesale,WARE-UHY1004,02/04/19,06/14/19,07/10/19,27,238,7,0.1,"2,379.04","3,604.60"
3247,Online,WARE-NBV1002,02/04/19,06/14/19,07/08/19,17,75,2,0.1,477.58,884.4
3248,Distributor,WARE-MKL1006,02/04/19,06/14/19,07/11/19,23,350,3,0.1,"1,885.38","2,814.00"
3249,Online,WARE-NMK1003,02/04/19,06/14/19,07/02/19,16,144,8,0.1,"1,063.69","1,688.40"
3250,In-Store,WARE-NBV1002,02/04/19,06/14/19,06/27/19,1,77,5,0.075,804.8,958.1
3251,Online,WARE-PUJ1005,02/04/19,06/14/19,06/20/19,16,297,8,0.2,"1,256.92","1,795.60"
3252,Online,WARE-NMK1003,02/04/19,06/15/19,06/29/19,16,197,5,0.2,"1,131.03","2,217.70"
3253,In-Store,WARE-PUJ1005,02/04/19,06/15/19,06/21/19,12,266,1,0.075,"3,772.37","5,467.20"
3254,In-Store,WARE-NBV1002,02/04/19,06/15/19,07/07/19,12,83,4,0.075,"2,405.97","3,819.00"
3255,Distributor,WARE-MKL1006,02/04/19,06/15/19,06/20/19,24,352,6,0.15,627.25,"1,011.70"
3256,Distributor,WARE-PUJ1005,02/04/19,06/15/19,07/02/19,22,273,3,0.075,682.33,"1,018.40"
3257,Wholesale,WARE-NMK1003,05/15/19,06/15/19,07/08/19,28,136,5,0.15,539.75,"1,018.40"
3258,In-Store,WARE-PUJ1005,02/04/19,06/15/19,07/06/19,5,269,7,0.05,"2,592.36","3,812.30"
3259,In-Store,WARE-NMK1003,02/04/19,06/15/19,07/12/19,7,130,5,0.2,"1,818.38","3,953.00"
3260,Online,WARE-XYS1001,02/04/19,06/16/19,06/23/19,18,20,1,0.05,"3,241.46","3,953.00"
3261,In-Store,WARE-NBV1002,02/04/19,06/16/19,07/01/19,10,79,3,0.2,"1,669.10","2,318.20"
3262,Online,WARE-XYS1001,02/04/19,06/17/19,06/30/19,14,49,7,0.1,509.94,864.3
3263,In-Store,WARE-UHY1004,02/04/19,06/17/19,06/29/19,11,222,7,0.05,851.24,"1,105.50"
3264,In-Store,WARE-NBV1002,02/04/19,06/17/19,06/25/19,6,67,2,0.075,856.39,"1,031.80"
3265,Distributor,WARE-NMK1003,02/04/19,06/17/19,07/09/19,25,152,4,0.3,"1,929.87","2,539.30"
3266,Online,WARE-XYS1001,02/04/19,06/18/19,07/06/19,14,6,4,0.05,"1,187.24","2,968.10"
3267,Wholesale,WARE-PUJ1005,02/04/19,06/18/19,07/10/19,25,281,1,0.1,763.8,"1,018.40"
3268,Online,WARE-NMK1003,02/04/19,06/18/19,07/10/19,12,201,2,0.05,341.43,696.8
3269,In-Store,WARE-XYS1001,02/04/19,06/18/19,06/30/19,7,15,4,0.05,"1,523.71","1,835.80"
3270,Online,WARE-NBV1002,02/04/19,06/18/19,06/28/19,13,84,3,0.05,"3,314.49","3,899.40"
3271,Wholesale,WARE-XYS1001,02/04/19,06/18/19,07/08/19,28,30,3,0.05,"2,176.56","2,941.30"
3272,Online,WARE-MKL1006,02/04/19,06/18/19,06/20/19,13,352,3,0.2,"4,095.31","5,534.20"
3273,Online,WARE-MKL1006,02/04/19,06/18/19,07/14/19,18,355,7,0.075,532.18,"1,132.30"
3274,In-Store,WARE-NBV1002,05/15/19,06/18/19,06/25/19,6,84,6,0.05,911.2,"1,822.40"
3275,In-Store,WARE-XYS1001,02/04/19,06/18/19,07/06/19,9,8,8,0.2,138.82,187.6
3276,In-Store,WARE-UHY1004,02/04/19,06/18/19,06/20/19,2,214,6,0.05,857.06,"1,045.20"
3277,In-Store,WARE-XYS1001,02/04/19,06/18/19,06/28/19,5,1,2,0.3,"1,269.92","2,351.70"
3278,Online,WARE-UHY1004,02/04/19,06/18/19,07/16/19,19,232,6,0.05,"2,778.83","3,517.50"
3279,In-Store,WARE-NMK1003,02/04/19,06/18/19,06/24/19,2,195,1,0.1,"4,357.88","5,380.10"
3280,Online,WARE-XYS1001,02/04/19,06/19/19,06/28/19,16,54,2,0.05,727.82,"1,025.10"
3281,Online,WARE-NMK1003,02/04/19,06/19/19,07/14/19,17,108,5,0.075,778.88,"1,038.50"
3282,Distributor,WARE-XYS1001,02/04/19,06/19/19,07/14/19,25,23,1,0.075,"2,604.29","4,006.60"
3283,In-Store,WARE-UHY1004,05/15/19,06/19/19,07/10/19,8,204,3,0.15,"3,772.30","5,313.10"
3284,Online,WARE-NMK1003,02/04/19,06/20/19,07/12/19,19,138,5,0.05,934.65,"1,246.20"
3285,In-Store,WARE-MKL1006,02/04/19,06/20/19,07/05/19,8,354,8,0.1,433.96,850.9
3286,In-Store,WARE-NBV1002,02/04/19,06/20/19,07/10/19,1,83,1,0.05,"2,821.24","6,411.90"
3287,In-Store,WARE-PUJ1005,05/15/19,06/20/19,07/04/19,11,293,1,0.05,163.48,268
3288,Distributor,WARE-PUJ1005,05/15/19,06/20/19,06/26/19,24,262,1,0.05,"1,615.71","2,485.70"
3289,In-Store,WARE-MKL1006,02/04/19,06/20/19,06/27/19,12,366,1,0.075,"1,372.29","1,782.20"
3290,Wholesale,WARE-NBV1002,02/04/19,06/20/19,06/29/19,26,83,1,0.15,509.2,"1,273.00"
3291,In-Store,WARE-PUJ1005,02/04/19,06/21/19,06/24/19,4,273,4,0.05,"1,698.05","3,859.20"
3292,Distributor,WARE-NMK1003,02/04/19,06/21/19,06/28/19,23,100,6,0.075,"4,095.31","5,534.20"
3293,Online,WARE-NMK1003,05/15/19,06/21/19,07/05/19,12,141,4,0.075,414.6,797.3
3294,Online,WARE-NBV1002,02/04/19,06/21/19,07/17/19,15,59,4,0.4,"1,294.04","1,748.70"
3295,Online,WARE-MKL1006,02/04/19,06/21/19,06/27/19,14,340,2,0.05,"3,135.60","3,919.50"
3296,In-Store,WARE-XYS1001,02/04/19,06/21/19,07/09/19,7,8,1,0.05,142.71,201
3297,Distributor,WARE-NMK1003,02/04/19,06/21/19,06/25/19,20,185,6,0.3,622.3,864.3
3298,In-Store,WARE-MKL1006,02/04/19,06/21/19,06/26/19,1,344,1,0.075,814.72,"1,072.00"
3299,In-Store,WARE-NMK1003,02/04/19,06/21/19,07/09/19,5,157,2,0.075,645.75,817.4
3300,Wholesale,WARE-NMK1003,02/04/19,06/22/19,07/09/19,27,96,4,0.1,"2,801.87","3,946.30"
3301,Online,WARE-PUJ1005,02/04/19,06/22/19,06/27/19,17,287,3,0.15,412.72,737
3302,Distributor,WARE-NMK1003,02/04/19,06/22/19,07/06/19,21,131,6,0.05,"1,356.48","2,559.40"
3303,In-Store,WARE-UHY1004,02/04/19,06/22/19,07/09/19,4,245,3,0.05,"2,921.74","6,351.60"
3304,Wholesale,WARE-NMK1003,05/15/19,06/22/19,06/24/19,26,115,1,0.15,"3,719.17","5,721.80"
3305,Online,WARE-UHY1004,02/04/19,06/22/19,07/17/19,14,207,2,0.15,"4,296.04","6,137.20"
3306,Distributor,WARE-NMK1003,02/04/19,06/22/19,07/05/19,22,160,5,0.1,198.59,261.3
3307,In-Store,WARE-NMK1003,02/04/19,06/23/19,07/07/19,8,146,8,0.075,"2,900.43","3,919.50"
3308,In-Store,WARE-NMK1003,02/04/19,06/23/19,07/14/19,2,175,7,0.3,919.51,"1,259.60"
3309,In-Store,WARE-NMK1003,02/04/19,06/23/19,07/05/19,11,98,5,0.1,"1,532.96","2,358.40"
3310,In-Store,WARE-MKL1006,02/04/19,06/23/19,07/21/19,10,364,4,0.05,"1,443.85","2,887.70"
3311,Distributor,WARE-MKL1006,05/15/19,06/23/19,06/30/19,23,359,5,0.05,628.53,"1,065.30"
3312,Distributor,WARE-NBV1002,02/04/19,06/23/19,06/28/19,22,86,3,0.3,"2,503.46","5,326.50"
3313,Online,WARE-PUJ1005,02/04/19,06/23/19,06/28/19,17,280,8,0.05,"1,540.67","3,423.70"
3314,In-Store,WARE-NMK1003,02/04/19,06/24/19,07/08/19,1,172,2,0.4,"1,823.27","3,879.30"
3315,In-Store,WARE-PUJ1005,02/04/19,06/24/19,07/05/19,9,328,3,0.3,"3,258.75","3,926.20"
3316,In-Store,WARE-UHY1004,02/04/19,06/24/19,06/26/19,3,254,4,0.2,798.64,998.3
3317,Online,WARE-XYS1001,02/04/19,06/24/19,07/01/19,16,9,8,0.05,523.2,917.9
3318,Online,WARE-XYS1001,02/04/19,06/25/19,06/29/19,16,6,6,0.075,637.3,"1,098.80"
3319,In-Store,WARE-NMK1003,02/04/19,06/25/19,07/06/19,12,188,2,0.4,"2,515.72","3,993.20"
3320,Distributor,WARE-NMK1003,02/04/19,06/25/19,07/10/19,25,113,5,0.05,"1,640.56","2,485.70"
3321,In-Store,WARE-XYS1001,02/04/19,06/25/19,06/29/19,8,5,2,0.075,121.61,221.1
3322,Online,WARE-PUJ1005,02/04/19,06/25/19,07/12/19,15,298,2,0.05,"1,566.46","2,237.80"
3323,Online,WARE-XYS1001,02/04/19,06/25/19,07/13/19,18,40,7,0.3,"1,391.59","2,244.50"
3324,In-Store,WARE-PUJ1005,02/04/19,06/25/19,07/05/19,11,300,8,0.15,449.57,737
3325,Online,WARE-PUJ1005,02/04/19,06/26/19,06/28/19,15,300,4,0.2,"1,279.37","2,244.50"
3326,Online,WARE-UHY1004,05/15/19,06/26/19,07/14/19,20,236,8,0.05,"2,767.10","3,953.00"
3327,Online,WARE-XYS1001,05/15/19,06/26/19,06/29/19,13,48,7,0.4,"2,251.20","4,020.00"
3328,Wholesale,WARE-NMK1003,02/04/19,06/26/19,07/13/19,28,168,4,0.075,"3,911.26","6,411.90"
3329,Distributor,WARE-XYS1001,02/04/19,06/26/19,07/15/19,21,18,1,0.1,"1,354.47","1,782.20"
3330,In-Store,WARE-PUJ1005,02/04/19,06/26/19,06/28/19,7,272,3,0.1,549.07,998.3
3331,Online,WARE-UHY1004,05/15/19,06/26/19,07/02/19,18,257,8,0.05,568.16,710.2
3332,In-Store,WARE-NMK1003,02/04/19,06/26/19,07/20/19,7,149,8,0.15,154.9,227.8
3333,Distributor,WARE-NMK1003,05/15/19,06/26/19,07/19/19,23,177,1,0.15,724.4,"1,065.30"
3334,Online,WARE-PUJ1005,02/04/19,06/26/19,06/30/19,18,312,6,0.1,120.06,214.4
3335,Distributor,WARE-NMK1003,02/04/19,06/26/19,06/30/19,22,145,1,0.075,836.16,"1,286.40"
3336,In-Store,WARE-NMK1003,02/04/19,06/26/19,07/15/19,3,182,5,0.075,715.29,"1,051.90"
3337,Online,WARE-MKL1006,02/04/19,06/27/19,07/05/19,14,345,4,0.1,"3,849.22","5,272.90"
3338,In-Store,WARE-UHY1004,02/04/19,06/27/19,07/16/19,3,206,8,0.1,835.09,"1,018.40"
