,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price,DaysToShip
3089,Wholesale,WARE-XYS1001,2/4/2019,5/28/2019,6/15/2019,27,5,5,0.15,160.8,201,18 days
3090,In-Store,WARE-NMK1003,2/4/2019,5/28/2019,6/15/2019,2,99,2,0.05,627.12,964.8,18 days
3091,Wholesale,WARE-PUJ1005,2/4/2019,5/28/2019,6/5/2019,28,311,5,0.1,150.08,214.4,8 days
3092,Distributor,WARE-PUJ1005,2/4/2019,5/28/2019,6/20/2019,24,283,7,0.1,460.96,"1,152.40",23 days
3093,Wholesale,WARE-MKL1006,2/4/2019,5/28/2019,5/31/2019,27,357,5,0.05,"1,820.12","3,872.60",3 days
3094,Online,WARE-UHY1004,2/4/2019,5/28/2019,6/7/2019,15,230,8,0.15,707.52,"1,105.50",10 days
3095,In-Store,WARE-NMK1003,2/4/2019,5/28/2019,6/10/2019,4,116,7,0.05,"2,811.39","3,959.70",13 days
3096,Online,WARE-MKL1006,2/4/2019,5/28/2019,6/9/2019,20,364,4,0.1,954.42,"1,735.30",12 days
3097,Online,WARE-UHY1004,2/4/2019,5/28/2019,6/9/2019,16,248,5,0.05,"1,540.67","3,423.70",12 days
3098,In-Store,WARE-UHY1004,2/4/2019,5/28/2019,6/22/2019,10,251,3,0.05,"1,701.00","3,865.90",25 days
3099,In-Store,WARE-MKL1006,2/4/2019,5/28/2019,6/10/2019,3,334,6,0.15,868.05,"1,058.60",13 days
3100,Distributor,WARE-NBV1002,2/4/2019,5/28/2019,6/13/2019,21,63,2,0.1,925.74,"2,257.90",16 days
3101,Distributor,WARE-NMK1003,2/4/2019,5/28/2019,6/8/2019,24,183,1,0.1,"2,632.10","5,849.10",11 days
3102,In-Store,WARE-NMK1003,2/4/2019,5/29/2019,6/26/2019,12,133,4,0.05,"1,964.17","2,338.30",28 days
3103,In-Store,WARE-UHY1004,2/4/2019,5/29/2019,5/31/2019,7,246,3,0.1,809.83,"1,025.10",2 days
3104,Online,WARE-PUJ1005,2/4/2019,5/29/2019,6/22/2019,20,272,6,0.1,"1,764.38","2,291.40",24 days
3105,In-Store,WARE-NMK1003,2/4/2019,5/29/2019,6/7/2019,7,173,1,0.1,476.37,"1,058.60",9 days
3106,Wholesale,WARE-UHY1004,2/4/2019,5/29/2019,6/15/2019,27,238,7,0.2,523.94,"1,139.00",17 days
3107,Distributor,WARE-NMK1003,2/4/2019,5/29/2019,6/13/2019,23,167,7,0.15,455.6,"1,139.00",15 days
3108,Online,WARE-UHY1004,2/4/2019,5/29/2019,6/3/2019,15,258,7,0.1,"2,319.00","3,410.30",5 days
3109,In-Store,WARE-MKL1006,2/4/2019,5/29/2019,5/31/2019,6,331,7,0.1,640.39,"1,085.40",2 days
3110,Distributor,WARE-UHY1004,2/4/2019,5/30/2019,6/27/2019,22,247,3,0.2,"1,550.38","2,385.20",28 days
3111,Online,WARE-UHY1004,2/4/2019,5/30/2019,6/17/2019,17,254,2,0.05,109.34,227.8,18 days
3112,Distributor,WARE-NMK1003,2/4/2019,5/30/2019,6/13/2019,25,120,4,0.05,324.35,690.1,14 days
3113,Online,WARE-NMK1003,2/4/2019,5/30/2019,6/8/2019,17,102,8,0.075,"4,640.69","6,271.20",9 days
3114,Online,WARE-XYS1001,2/4/2019,5/30/2019,6/1/2019,15,11,5,0.1,127.17,174.2,2 days
3115,Online,WARE-NMK1003,2/4/2019,5/30/2019,6/13/2019,17,146,5,0.2,119.39,221.1,14 days
3116,In-Store,WARE-XYS1001,2/4/2019,5/31/2019,6/14/2019,9,44,4,0.05,93.8,234.5,14 days
3117,In-Store,WARE-NMK1003,2/4/2019,5/31/2019,6/2/2019,5,151,7,0.4,"1,355.75","1,909.50",2 days
3118,Online,WARE-NMK1003,2/4/2019,5/31/2019,6/14/2019,12,134,6,0.15,878.64,"1,112.20",14 days
3119,In-Store,WARE-NMK1003,2/4/2019,5/31/2019,6/4/2019,9,167,8,0.075,497.41,857.6,4 days
3120,In-Store,WARE-XYS1001,2/4/2019,5/31/2019,6/12/2019,8,4,6,0.3,"1,409.81","2,237.80",12 days
3121,In-Store,WARE-PUJ1005,2/4/2019,5/31/2019,6/3/2019,5,297,4,0.1,"1,031.80","2,345.00",3 days
3122,In-Store,WARE-NBV1002,2/4/2019,5/31/2019,6/2/2019,2,74,7,0.15,"1,377.12","3,202.60",2 days
3123,Wholesale,WARE-XYS1001,2/4/2019,5/31/2019,6/18/2019,26,39,6,0.15,736.33,"1,051.90",18 days
3124,In-Store,WARE-PUJ1005,2/4/2019,6/1/2019,6/11/2019,3,301,3,0.4,567.49,"1,031.80",10 days
3125,In-Store,WARE-NMK1003,2/4/2019,6/1/2019,6/17/2019,7,123,1,0.15,"1,721.63","3,912.80",16 days
3126,Online,WARE-XYS1001,2/4/2019,6/1/2019,6/26/2019,20,5,5,0.2,862.89,"1,065.30",25 days
3127,Distributor,WARE-PUJ1005,2/4/2019,6/1/2019,6/3/2019,24,272,5,0.05,"3,365.75","3,959.70",2 days
3128,In-Store,WARE-MKL1006,2/4/2019,6/1/2019,6/25/2019,3,348,5,0.4,"1,708.43","3,973.10",24 days
3129,Distributor,WARE-XYS1001,2/4/2019,6/1/2019,6/27/2019,22,34,2,0.15,428.8,"1,072.00",26 days
3130,In-Store,WARE-UHY1004,2/4/2019,6/1/2019,6/21/2019,12,205,5,0.075,"1,260.27","2,800.60",20 days
3131,Distributor,WARE-MKL1006,2/4/2019,6/1/2019,6/28/2019,22,331,5,0.1,"4,713.05","6,545.90",27 days
3132,In-Store,WARE-NMK1003,2/4/2019,6/1/2019,6/11/2019,11,125,6,0.1,"1,016.99","2,365.10",10 days
3133,In-Store,WARE-UHY1004,2/4/2019,6/1/2019,6/13/2019,10,207,6,0.05,830,"1,092.10",12 days
3134,In-Store,WARE-NMK1003,2/4/2019,6/1/2019,6/18/2019,1,167,5,0.05,"2,416.56","3,403.60",17 days
3135,Online,WARE-NMK1003,2/4/2019,6/1/2019,6/25/2019,12,198,3,0.075,120.47,194.3,24 days
3136,In-Store,WARE-UHY1004,2/4/2019,6/2/2019,6/30/2019,8,251,6,0.05,"1,826.09","2,646.50",28 days
3137,In-Store,WARE-MKL1006,2/4/2019,6/2/2019,6/11/2019,7,366,3,0.2,709.26,"1,058.60",9 days
3138,Distributor,WARE-XYS1001,2/4/2019,6/2/2019,6/26/2019,21,4,1,0.05,"1,586.56","3,966.40",24 days
3139,In-Store,WARE-UHY1004,2/4/2019,6/2/2019,6/8/2019,5,203,8,0.05,"1,911.85","2,941.30",6 days
3140,Online,WARE-PUJ1005,2/4/2019,6/2/2019,6/11/2019,17,316,7,0.1,675.36,"1,125.60",9 days
3141,Online,WARE-XYS1001,2/4/2019,6/2/2019,6/9/2019,19,22,7,0.15,"1,781.26","2,827.40",7 days
3142,In-Store,WARE-NMK1003,2/4/2019,6/2/2019,6/22/2019,12,108,2,0.075,740.69,"1,105.50",20 days
3143,Online,WARE-NMK1003,2/4/2019,6/2/2019,6/27/2019,14,197,4,0.05,"1,809.00","4,020.00",25 days
3144,Distributor,WARE-UHY1004,2/4/2019,6/2/2019,6/16/2019,24,240,8,0.1,"1,405.93","3,269.60",14 days
3145,Distributor,WARE-PUJ1005,2/4/2019,6/2/2019,6/28/2019,21,262,7,0.05,"3,882.11","5,246.10",26 days
3146,Wholesale,WARE-NMK1003,2/4/2019,6/3/2019,6/20/2019,28,176,4,0.05,"1,611.55","2,405.30",17 days
3147,Online,WARE-PUJ1005,2/4/2019,6/3/2019,6/14/2019,20,292,2,0.05,"2,823.11","6,137.20",11 days
3148,Online,WARE-UHY1004,2/4/2019,6/3/2019,6/15/2019,19,257,2,0.075,993.34,"2,365.10",12 days
3149,In-Store,WARE-NMK1003,2/4/2019,6/3/2019,6/18/2019,2,135,6,0.05,950.46,"1,159.10",15 days
3150,Wholesale,WARE-NMK1003,2/4/2019,6/3/2019,6/15/2019,28,148,7,0.05,450.24,"1,072.00",12 days
3151,In-Store,WARE-UHY1004,2/4/2019,6/3/2019,6/19/2019,7,228,3,0.1,"1,922.90","3,845.80",16 days
3152,Online,WARE-UHY1004,2/4/2019,6/3/2019,6/22/2019,19,252,7,0.05,"3,069.94","3,886.00",19 days
3153,In-Store,WARE-NMK1003,2/4/2019,6/3/2019,6/18/2019,9,96,5,0.2,528.5,777.2,15 days
3154,Online,WARE-NMK1003,2/4/2019,6/3/2019,6/26/2019,14,149,1,0.1,756.3,911.2,23 days
3155,Distributor,WARE-PUJ1005,2/4/2019,6/3/2019,6/16/2019,24,294,8,0.05,"3,106.99","3,932.90",13 days
3156,Online,WARE-PUJ1005,2/4/2019,6/3/2019,6/20/2019,13,299,5,0.075,"1,437.02","2,566.10",17 days
3157,In-Store,WARE-XYS1001,2/4/2019,6/3/2019,6/10/2019,11,40,6,0.075,"2,952.29","5,788.80",7 days
3158,In-Store,WARE-NMK1003,2/4/2019,6/3/2019,6/15/2019,11,151,1,0.05,"5,023.06","6,358.30",12 days
3159,In-Store,WARE-NMK1003,2/4/2019,6/3/2019,6/13/2019,6,143,1,0.075,711.94,924.6,10 days
3160,Distributor,WARE-NMK1003,2/4/2019,6/3/2019,6/7/2019,22,182,1,0.2,639.72,"1,031.80",4 days
3161,Online,WARE-MKL1006,2/4/2019,6/3/2019,6/8/2019,12,363,3,0.15,"1,730.61","3,845.80",5 days
3162,Online,WARE-NMK1003,2/4/2019,6/3/2019,6/23/2019,13,90,7,0.05,669.33,904.5,20 days
3163,Distributor,WARE-UHY1004,2/4/2019,6/4/2019,6/17/2019,21,260,3,0.05,192.29,234.5,13 days
3164,In-Store,WARE-NMK1003,2/4/2019,6/4/2019,6/6/2019,7,113,5,0.15,"1,708.43","3,973.10",2 days
3165,In-Store,WARE-NMK1003,2/4/2019,6/4/2019,6/27/2019,9,178,2,0.1,153.7,207.7,23 days
3166,In-Store,WARE-NBV1002,2/4/2019,6/4/2019,6/17/2019,10,82,2,0.1,783.9,"1,005.00",13 days
3167,Online,WARE-UHY1004,2/4/2019,6/4/2019,6/9/2019,19,234,3,0.15,187.94,221.1,5 days
3168,Distributor,WARE-NBV1002,2/4/2019,6/4/2019,6/19/2019,25,71,7,0.1,"1,656.58","3,852.50",15 days
3169,In-Store,WARE-XYS1001,2/4/2019,6/4/2019,6/30/2019,12,27,4,0.05,160.8,268,26 days
3170,In-Store,WARE-MKL1006,2/4/2019,6/4/2019,6/16/2019,8,356,1,0.075,"1,398.96","3,497.40",12 days
3171,In-Store,WARE-XYS1001,2/4/2019,6/5/2019,6/11/2019,12,38,8,0.4,"2,575.48","6,438.70",6 days
3172,In-Store,WARE-MKL1006,2/4/2019,6/5/2019,7/3/2019,8,337,3,0.4,679.38,871,28 days
3173,Online,WARE-PUJ1005,2/4/2019,6/5/2019,7/2/2019,15,283,6,0.3,"1,799.89","3,912.80",27 days
3174,In-Store,WARE-NMK1003,2/4/2019,6/5/2019,6/19/2019,6,186,3,0.3,499.15,998.3,14 days
3175,In-Store,WARE-PUJ1005,2/4/2019,6/6/2019,6/25/2019,3,318,3,0.05,"4,010.96","6,170.70",19 days
3176,Distributor,WARE-PUJ1005,2/4/2019,6/6/2019,6/24/2019,24,284,6,0.075,"3,079.92","3,999.90",18 days
3177,Wholesale,WARE-XYS1001,2/4/2019,6/6/2019,6/22/2019,28,7,3,0.2,"2,405.97","3,819.00",16 days
3178,In-Store,WARE-UHY1004,2/4/2019,6/6/2019,6/30/2019,8,208,1,0.1,"3,097.21","5,433.70",24 days
3179,Online,WARE-NMK1003,2/4/2019,6/7/2019,6/24/2019,13,192,8,0.075,"4,026.63","6,009.90",17 days
3180,In-Store,WARE-NMK1003,2/4/2019,6/7/2019,6/23/2019,9,194,5,0.2,"3,580.75","5,775.40",16 days
3181,In-Store,WARE-PUJ1005,2/4/2019,6/7/2019,6/21/2019,11,302,7,0.2,"1,912.85","3,825.70",14 days
3182,In-Store,WARE-NBV1002,2/4/2019,6/7/2019,6/24/2019,11,70,8,0.075,"3,145.11","6,418.60",17 days
3183,Distributor,WARE-PUJ1005,2/4/2019,6/7/2019,7/3/2019,24,286,4,0.075,"1,379.53","2,378.50",26 days
3184,In-Store,WARE-UHY1004,2/4/2019,6/7/2019,7/2/2019,11,232,5,0.075,"2,444.03","4,006.60",25 days
3185,Distributor,WARE-XYS1001,2/4/2019,6/7/2019,6/11/2019,24,57,2,0.2,"1,538.86","2,331.60",4 days
3186,In-Store,WARE-NMK1003,2/4/2019,6/7/2019,6/24/2019,4,197,2,0.075,"4,409.74","6,210.90",17 days
3187,Online,WARE-MKL1006,2/4/2019,6/7/2019,6/23/2019,15,353,7,0.2,731.64,"1,045.20",16 days
3188,Wholesale,WARE-UHY1004,2/4/2019,6/7/2019,6/17/2019,27,243,8,0.1,"1,475.47","1,916.20",10 days
3189,In-Store,WARE-UHY1004,2/4/2019,6/7/2019,6/25/2019,11,212,2,0.075,561.06,"1,058.60",18 days
3190,Distributor,WARE-MKL1006,2/4/2019,6/8/2019,6/15/2019,24,358,2,0.05,612.72,"1,038.50",7 days
3191,In-Store,WARE-PUJ1005,2/4/2019,6/8/2019,6/23/2019,12,288,2,0.1,"1,152.40","2,680.00",15 days
3192,In-Store,WARE-XYS1001,2/4/2019,6/8/2019,6/19/2019,8,15,7,0.075,"2,858.22","3,618.00",11 days
3193,Wholesale,WARE-XYS1001,2/4/2019,6/8/2019,6/14/2019,26,54,1,0.4,736.2,"1,098.80",6 days
3194,In-Store,WARE-NMK1003,2/4/2019,6/8/2019,6/28/2019,7,147,3,0.1,"2,478.46","3,872.60",20 days
3195,Online,WARE-NMK1003,2/4/2019,6/8/2019,6/16/2019,20,135,5,0.05,"2,110.50","2,512.50",8 days
3196,In-Store,WARE-MKL1006,2/4/2019,6/8/2019,6/30/2019,11,359,3,0.1,"3,157.04","3,946.30",22 days
3197,Online,WARE-NMK1003,2/4/2019,6/9/2019,6/28/2019,20,200,4,0.05,"3,452.04","5,152.30",19 days
3198,Online,WARE-PUJ1005,2/4/2019,6/9/2019,6/13/2019,19,302,7,0.075,151.96,241.2,4 days
3199,In-Store,WARE-NMK1003,2/4/2019,6/9/2019,6/25/2019,4,181,3,0.075,539.75,"1,018.40",16 days
3200,In-Store,WARE-UHY1004,2/4/2019,6/9/2019,7/2/2019,1,248,1,0.15,"1,027.78","1,742.00",23 days
3201,In-Store,WARE-NMK1003,2/4/2019,6/9/2019,7/2/2019,4,176,5,0.05,"3,002.54","3,899.40",23 days
3202,In-Store,WARE-NBV1002,2/4/2019,6/9/2019,6/11/2019,11,69,1,0.05,614.39,877.7,2 days
3203,In-Store,WARE-XYS1001,2/4/2019,6/10/2019,6/25/2019,5,49,4,0.15,778.41,"1,051.90",15 days
3204,Online,WARE-PUJ1005,2/4/2019,6/10/2019,7/2/2019,18,287,5,0.075,"1,698.05","2,572.80",22 days
3205,Online,WARE-NMK1003,2/4/2019,6/10/2019,7/8/2019,18,117,4,0.05,"3,314.49","3,899.40",28 days
3206,Online,WARE-NMK1003,2/4/2019,6/10/2019,7/1/2019,13,169,2,0.075,"1,615.91","2,606.30",21 days
3207,Online,WARE-NBV1002,2/4/2019,6/10/2019,7/1/2019,18,78,8,0.075,93.8,167.5,21 days
3208,Online,WARE-XYS1001,2/4/2019,6/10/2019,6/28/2019,13,35,5,0.075,"1,622.67","2,351.70",18 days
3209,Distributor,WARE-MKL1006,2/4/2019,6/10/2019,6/24/2019,23,358,6,0.3,529.64,"1,038.50",14 days
3210,In-Store,WARE-MKL1006,2/4/2019,6/10/2019,6/13/2019,7,349,5,0.05,"1,264.96","1,976.50",3 days
3211,Online,WARE-UHY1004,2/4/2019,6/10/2019,6/22/2019,16,227,5,0.1,795.16,"1,849.20",12 days
3212,In-Store,WARE-NMK1003,2/4/2019,6/10/2019,6/26/2019,7,190,1,0.2,462.84,"1,051.90",16 days
3213,In-Store,WARE-XYS1001,2/4/2019,6/11/2019,7/3/2019,2,22,2,0.05,"2,123.50","4,006.60",22 days
3214,Wholesale,WARE-PUJ1005,2/4/2019,6/11/2019,6/21/2019,27,326,1,0.1,"1,561.97","2,740.30",10 days
3215,In-Store,WARE-NMK1003,2/4/2019,6/11/2019,6/28/2019,7,170,8,0.05,"4,923.96","6,478.90",17 days
3216,Wholesale,WARE-NMK1003,2/4/2019,6/11/2019,6/30/2019,26,92,6,0.075,"1,908.96","2,807.30",19 days
3217,In-Store,WARE-NMK1003,2/4/2019,6/11/2019,7/9/2019,3,100,5,0.075,"2,938.02","6,251.10",28 days
3218,Online,WARE-NMK1003,2/4/2019,6/11/2019,7/3/2019,20,93,2,0.05,"2,381.85","3,015.00",22 days
3219,Online,WARE-UHY1004,2/4/2019,6/12/2019,6/18/2019,15,228,1,0.075,"1,169.82","1,949.70",6 days
3220,Online,WARE-NMK1003,2/4/2019,6/12/2019,6/27/2019,19,98,6,0.05,690.37,"1,078.70",15 days
3221,In-Store,WARE-XYS1001,2/4/2019,6/12/2019,6/24/2019,3,9,3,0.05,"4,165.59","5,272.90",12 days
3222,Online,WARE-PUJ1005,2/4/2019,6/12/2019,6/30/2019,13,316,4,0.075,"2,759.93","3,999.90",18 days
3223,Online,WARE-NMK1003,2/4/2019,6/12/2019,6/19/2019,16,171,1,0.05,173.53,247.9,7 days
3224,In-Store,WARE-MKL1006,2/4/2019,6/12/2019,6/19/2019,3,363,5,0.2,"3,694.65","6,056.80",7 days
3225,Online,WARE-NMK1003,2/4/2019,6/12/2019,7/8/2019,18,127,6,0.15,161.6,241.2,26 days
3226,Online,WARE-UHY1004,2/4/2019,6/12/2019,6/14/2019,16,248,3,0.075,202.61,241.2,2 days
3227,In-Store,WARE-MKL1006,2/4/2019,6/12/2019,6/21/2019,9,332,7,0.075,526.22,"1,031.80",9 days
3228,Distributor,WARE-NMK1003,2/4/2019,6/12/2019,6/21/2019,24,95,3,0.2,559.45,"1,118.90",9 days
3229,In-Store,WARE-XYS1001,2/4/2019,6/12/2019,6/29/2019,12,11,2,0.075,535.67,"1,306.50",17 days
3230,In-Store,WARE-NMK1003,2/4/2019,6/12/2019,6/23/2019,9,149,1,0.075,118.93,167.5,11 days
3231,Wholesale,WARE-UHY1004,2/4/2019,6/12/2019,7/5/2019,28,234,4,0.1,546.72,"1,072.00",23 days
3232,In-Store,WARE-NMK1003,2/4/2019,6/12/2019,7/10/2019,9,197,2,0.05,"4,487.73","5,406.90",28 days
3233,Distributor,WARE-MKL1006,2/4/2019,6/13/2019,6/29/2019,23,367,2,0.05,"1,575.84","1,969.80",16 days
3234,Distributor,WARE-NMK1003,2/4/2019,6/13/2019,6/23/2019,25,116,2,0.075,118.52,194.3,10 days
3235,In-Store,WARE-UHY1004,2/4/2019,6/13/2019,6/29/2019,3,249,8,0.075,"3,033.49","6,190.80",16 days
3236,Online,WARE-NMK1003,2/4/2019,6/13/2019,6/18/2019,19,130,1,0.1,644.34,"1,092.10",5 days
3237,Wholesale,WARE-MKL1006,2/4/2019,6/13/2019,6/18/2019,25,360,7,0.1,"2,074.32","2,881.00",5 days
3238,Online,WARE-NMK1003,2/4/2019,6/13/2019,6/18/2019,13,116,6,0.4,"1,297.92","2,237.80",5 days
3239,In-Store,WARE-XYS1001,2/4/2019,6/13/2019,7/6/2019,6,40,3,0.075,543.57,891.1,23 days
3240,In-Store,WARE-XYS1001,2/4/2019,6/13/2019,7/9/2019,4,8,4,0.2,"1,757.28","2,224.40",26 days
3241,Online,WARE-NMK1003,2/4/2019,6/14/2019,7/9/2019,16,133,1,0.3,"1,054.45","2,452.20",25 days
3242,Online,WARE-NMK1003,2/4/2019,6/14/2019,6/30/2019,17,105,1,0.05,"4,026.63","5,835.70",16 days
3243,Online,WARE-XYS1001,2/4/2019,6/14/2019,7/5/2019,17,39,3,0.075,933.98,"1,098.80",21 days
3244,Online,WARE-UHY1004,2/4/2019,6/14/2019,7/10/2019,13,208,8,0.05,628.73,911.2,26 days
3245,In-Store,WARE-NMK1003,2/4/2019,6/14/2019,6/18/2019,1,132,3,0.15,"1,401.98","1,869.30",4 days
3246,Wholesale,WARE-UHY1004,2/4/2019,6/14/2019,7/10/2019,27,238,7,0.1,"2,379.04","3,604.60",26 days
3247,Online,WARE-NBV1002,2/4/2019,6/14/2019,7/8/2019,17,75,2,0.1,477.58,884.4,24 days
3248,Distributor,WARE-MKL1006,2/4/2019,6/14/2019,7/11/2019,23,350,3,0.1,"1,885.38","2,814.00",27 days
3249,Online,WARE-NMK1003,2/4/2019,6/14/2019,7/2/2019,16,144,8,0.1,"1,063.69","1,688.40",18 days
3250,In-Store,WARE-NBV1002,2/4/2019,6/14/2019,6/27/2019,1,77,5,0.075,804.8,958.1,13 days
3251,Online,WARE-PUJ1005,2/4/2019,6/14/2019,6/20/2019,16,297,8,0.2,"1,256.92","1,795.60",6 days
3252,Online,WARE-NMK1003,2/4/2019,6/15/2019,6/29/2019,16,197,5,0.2,"1,131.03","2,217.70",14 days
3253,In-Store,WARE-PUJ1005,2/4/2019,6/15/2019,6/21/2019,12,266,1,0.075,"3,772.37","5,467.20",6 days
3254,In-Store,WARE-NBV1002,2/4/2019,6/15/2019,7/7/2019,12,83,4,0.075,"2,405.97","3,819.00",22 days
3255,Distributor,WARE-MKL1006,2/4/2019,6/15/2019,6/20/2019,24,352,6,0.15,627.25,"1,011.70",5 days
3256,Distributor,WARE-PUJ1005,2/4/2019,6/15/2019,7/2/2019,22,273,3,0.075,682.33,"1,018.40",17 days
3257,Wholesale,WARE-NMK1003,5/15/2019,6/15/2019,7/8/2019,28,136,5,0.15,539.75,"1,018.40",23 days
3258,In-Store,WARE-PUJ1005,2/4/2019,6/15/2019,7/6/2019,5,269,7,0.05,"2,592.36","3,812.30",21 days
3259,In-Store,WARE-NMK1003,2/4/2019,6/15/2019,7/12/2019,7,130,5,0.2,"1,818.38","3,953.00",27 days
3260,Online,WARE-XYS1001,2/4/2019,6/16/2019,6/23/2019,18,20,1,0.05,"3,241.46","3,953.00",7 days
3261,In-Store,WARE-NBV1002,2/4/2019,6/16/2019,7/1/2019,10,79,3,0.2,"1,669.10","2,318.20",15 days
3262,Online,WARE-XYS1001,2/4/2019,6/17/2019,6/30/2019,14,49,7,0.1,509.94,864.3,13 days
3263,In-Store,WARE-UHY1004,2/4/2019,6/17/2019,6/29/2019,11,222,7,0.05,851.24,"1,105.50",12 days
3264,In-Store,WARE-NBV1002,2/4/2019,6/17/2019,6/25/2019,6,67,2,0.075,856.39,"1,031.80",8 days
3265,Distributor,WARE-NMK1003,2/4/2019,6/17/2019,7/9/2019,25,152,4,0.3,"1,929.87","2,539.30",22 days
3266,Online,WARE-XYS1001,2/4/2019,6/18/2019,7/6/2019,14,6,4,0.05,"1,187.24","2,968.10",18 days
3267,Wholesale,WARE-PUJ1005,2/4/2019,6/18/2019,7/10/2019,25,281,1,0.1,763.8,"1,018.40",22 days
3268,Online,WARE-NMK1003,2/4/2019,6/18/2019,7/10/2019,12,201,2,0.05,341.43,696.8,22 days
3269,In-Store,WARE-XYS1001,2/4/2019,6/18/2019,6/30/2019,7,15,4,0.05,"1,523.71","1,835.80",12 days
3270,Online,WARE-NBV1002,2/4/2019,6/18/2019,6/28/2019,13,84,3,0.05,"3,314.49","3,899.40",10 days
3271,Wholesale,WARE-XYS1001,2/4/2019,6/18/2019,7/8/2019,28,30,3,0.05,"2,176.56","2,941.30",20 days
3272,Online,WARE-MKL1006,2/4/2019,6/18/2019,6/20/2019,13,352,3,0.2,"4,095.31","5,534.20",2 days
3273,Online,WARE-MKL1006,2/4/2019,6/18/2019,7/14/2019,18,355,7,0.075,532.18,"1,132.30",26 days
3274,In-Store,WARE-NBV1002,5/15/2019,6/18/2019,6/25/2019,6,84,6,0.05,911.2,"1,822.40",7 days
3275,In-Store,WARE-XYS1001,2/4/2019,6/18/2019,7/6/2019,9,8,8,0.2,138.82,187.6,18 days
3276,In-Store,WARE-UHY1004,2/4/2019,6/18/2019,6/20/2019,2,214,6,0.05,857.06,"1,045.20",2 days
3277,In-Store,WARE-XYS1001,2/4/2019,6/18/2019,6/28/2019,5,1,2,0.3,"1,269.92","2,351.70",10 days
3278,Online,WARE-UHY1004,2/4/2019,6/18/2019,7/16/2019,19,232,6,0.05,"2,778.83","3,517.50",28 days
3279,In-Store,WARE-NMK1003,2/4/2019,6/18/2019,6/24/2019,2,195,1,0.1,"4,357.88","5,380.10",6 days
3280,Online,WARE-XYS1001,2/4/2019,6/19/2019,6/28/2019,16,54,2,0.05,727.82,"1,025.10",9 days
3281,Online,WARE-NMK1003,2/4/2019,6/19/2019,7/14/2019,17,108,5,0.075,778.88,"1,038.50",25 days
3282,Distributor,WARE-XYS1001,2/4/2019,6/19/2019,7/14/2019,25,23,1,0.075,"2,604.29","4,006.60",25 days
3283,In-Store,WARE-UHY1004,5/15/2019,6/19/2019,7/10/2019,8,204,3,0.15,"3,772.30","5,313.10",21 days
3284,Online,WARE-NMK1003,2/4/2019,6/20/2019,7/12/2019,19,138,5,0.05,934.65,"1,246.20",22 days
3285,In-Store,WARE-MKL1006,2/4/2019,6/20/2019,7/5/2019,8,354,8,0.1,433.96,850.9,15 days
3286,In-Store,WARE-NBV1002,2/4/2019,6/20/2019,7/10/2019,1,83,1,0.05,"2,821.24","6,411.90",20 days
3287,In-Store,WARE-PUJ1005,5/15/2019,6/20/2019,7/4/2019,11,293,1,0.05,163.48,268,14 days
3288,Distributor,WARE-PUJ1005,5/15/2019,6/20/2019,6/26/2019,24,262,1,0.05,"1,615.71","2,485.70",6 days
3289,In-Store,WARE-MKL1006,2/4/2019,6/20/2019,6/27/2019,12,366,1,0.075,"1,372.29","1,782.20",7 days
3290,Wholesale,WARE-NBV1002,2/4/2019,6/20/2019,6/29/2019,26,83,1,0.15,509.2,"1,273.00",9 days
3291,In-Store,WARE-PUJ1005,2/4/2019,6/21/2019,6/24/2019,4,273,4,0.05,"1,698.05","3,859.20",3 days
3292,Distributor,WARE-NMK1003,2/4/2019,6/21/2019,6/28/2019,23,100,6,0.075,"4,095.31","5,534.20",7 days
3293,Online,WARE-NMK1003,5/15/2019,6/21/2019,7/5/2019,12,141,4,0.075,414.6,797.3,14 days
3294,Online,WARE-NBV1002,2/4/2019,6/21/2019,7/17/2019,15,59,4,0.4,"1,294.04","1,748.70",26 days
3295,Online,WARE-MKL1006,2/4/2019,6/21/2019,6/27/2019,14,340,2,0.05,"3,135.60","3,919.50",6 days
3296,In-Store,WARE-XYS1001,2/4/2019,6/21/2019,7/9/2019,7,8,1,0.05,142.71,201,18 days
3297,Distributor,WARE-NMK1003,2/4/2019,6/21/2019,6/25/2019,20,185,6,0.3,622.3,864.3,4 days
3298,In-Store,WARE-MKL1006,2/4/2019,6/21/2019,6/26/2019,1,344,1,0.075,814.72,"1,072.00",5 days
3299,In-Store,WARE-NMK1003,2/4/2019,6/21/2019,7/9/2019,5,157,2,0.075,645.75,817.4,18 days
3300,Wholesale,WARE-NMK1003,2/4/2019,6/22/2019,7/9/2019,27,96,4,0.1,"2,801.87","3,946.30",17 days
3301,Online,WARE-PUJ1005,2/4/2019,6/22/2019,6/27/2019,17,287,3,0.15,412.72,737,5 days
3302,Distributor,WARE-NMK1003,2/4/2019,6/22/2019,7/6/2019,21,131,6,0.05,"1,356.48","2,559.40",14 days
3303,In-Store,WARE-UHY1004,2/4/2019,6/22/2019,7/9/2019,4,245,3,0.05,"2,921.74","6,351.60",17 days
3304,Wholesale,WARE-NMK1003,5/15/2019,6/22/2019,6/24/2019,26,115,1,0.15,"3,719.17","5,721.80",2 days
3305,Online,WARE-UHY1004,2/4/2019,6/22/2019,7/17/2019,14,207,2,0.15,"4,296.04","6,137.20",25 days
